frame,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22
0,0.47973424196243286,0.37791019678115845,-0.4123925566673279,0.49424609541893005,0.31855303049087524,-0.38812485337257385,0.5053070187568665,0.31061649322509766,-0.3880543112754822,0.5167678594589233,0.30321866273880005,-0.3880848288536072,0.472789466381073,0.3359209895133972,-0.3589310944080353,0.4679183065891266,0.3399965167045593,-0.3586496412754059,0.46329671144485474,0.34417855739593506,-0.35872650146484375,0.552064061164856,0.3107161521911621,-0.20377516746520996,0.4817434847354889,0.3517511487007141,-0.048588741570711136,0.5140629410743713,0.4101411700248718,-0.35066306591033936,0.4840505123138428,0.4238548278808594,-0.3060057759284973,0.6950781345367432,0.5356336236000061,-0.126384899020195,0.4328445494174957,0.5367744565010071,-0.014830494299530983,0.8524238467216492,0.20667481422424316,-0.2573530673980713,0.3018161952495575,0.29905885457992554,0.019321326166391373,0.6486081480979919,0.31930238008499146,0.14537464082241058,0.4715295433998108,0.18355382978916168,0.5596575140953064,0.6078847050666809,0.3000742197036743,0.14818421006202698,0.5321869850158691,0.17021095752716064,0.5554078817367554,0.603532075881958,0.3250555396080017,0.25582534074783325,0.5385372042655945,0.2013411670923233,0.6583054065704346,0.6152350902557373,0.34076160192489624,0.18234752118587494,0.5260446071624756,0.22220979630947113,0.5813059210777283
1,0.47865861654281616,0.3782847821712494,-0.43370556831359863,0.4935988783836365,0.31884509325027466,-0.4248220920562744,0.5046817064285278,0.3106207847595215,-0.4249099791049957,0.5160038471221924,0.30296432971954346,-0.4249119758605957,0.4702320098876953,0.33756008744239807,-0.38003620505332947,0.4643953740596771,0.34216970205307007,-0.3797749876976013,0.4590227007865906,0.346701443195343,-0.37992507219314575,0.5520648956298828,0.307312548160553,-0.2920629680156708,0.4813369810581207,0.35386016964912415,-0.062105875462293625,0.5138815641403198,0.41016384959220886,-0.38689738512039185,0.4840273857116699,0.4248510003089905,-0.32211172580718994,0.6954069137573242,0.5361563563346863,-0.22357451915740967,0.4348602890968323,0.5390992760658264,0.007229797542095184,0.8557220697402954,0.199946790933609,-0.3400754928588867,0.29855939745903015,0.29685574769973755,0.13556578755378723,0.6440949440002441,0.3119294345378876,0.11709610372781754,0.47450488805770874,0.16479068994522095,0.6109718084335327,0.6076778769493103,0.29755428433418274,0.1276736557483673,0.5321751832962036,0.15953761339187622,0.6159743070602417,0.6024273633956909,0.32182416319847107,0.23658323287963867,0.5385822653770447,0.18414844572544098,0.7116798162460327,0.6140336394309998,0.33359479904174805,0.1583276242017746,0.5261465311050415,0.19873297214508057,0.6319143772125244
2,0.4779040813446045,0.3783932626247406,-0.43336009979248047,0.49299368262290955,0.31914329528808594,-0.423062801361084,0.5040341019630432,0.3106599450111389,-0.4231514036655426,0.5151804685592651,0.30289211869239807,-0.4231533408164978,0.46865931153297424,0.338766485452652,-0.3792687952518463,0.46245136857032776,0.3437613546848297,-0.3790059983730316,0.456836462020874,0.34857481718063354,-0.37915271520614624,0.5518954396247864,0.3064541220664978,-0.28010034561157227,0.48059186339378357,0.35652032494544983,-0.061596911400556564,0.5136609673500061,0.4103054106235504,-0.38458412885665894,0.48400020599365234,0.42542263865470886,-0.321169912815094,0.695402204990387,0.5362815260887146,-0.2253287136554718,0.43550482392311096,0.5412734746932983,0.023661121726036072,0.8572263717651367,0.19739381968975067,-0.3410024046897888,0.29530566930770874,0.2951662540435791,0.13864415884017944,0.6403881907463074,0.3111298382282257,0.11145494133234024,0.47491613030433655,0.15954649448394775,0.6087378263473511,0.6075311303138733,0.29759886860847473,0.12156260013580322,0.531493604183197,0.1546252816915512,0.612630307674408,0.6019997596740723,0.32171210646629333,0.23052871227264404,0.5379499197006226,0.1750265508890152,0.7089522480964661,0.6131390333175659,0.33192384243011475,0.1530030071735382,0.5255324244499207,0.18803179264068604,0.6297594904899597
3,0.4777320921421051,0.37844765186309814,-0.4422752261161804,0.4926837086677551,0.31940773129463196,-0.43241897225379944,0.5036667585372925,0.31071746349334717,-0.43253010511398315,0.5146987438201904,0.3028648793697357,-0.4325747489929199,0.46792078018188477,0.3394947350025177,-0.38784363865852356,0.4615001082420349,0.34467941522598267,-0.38758373260498047,0.45569878816604614,0.34961846470832825,-0.38772743940353394,0.5518983602523804,0.3055068850517273,-0.2850896120071411,0.4794245660305023,0.35835736989974976,-0.06225163862109184,0.513641893863678,0.410452276468277,-0.3917907476425171,0.48399895429611206,0.42592933773994446,-0.32679611444473267,0.6954038739204407,0.5364923477172852,-0.23346170783042908,0.43550556898117065,0.541310727596283,0.02568795718252659,0.8581297993659973,0.1956026554107666,-0.3483232259750366,0.2953140437602997,0.2946031391620636,0.15149597823619843,0.6379637718200684,0.31099316477775574,0.09650220721960068,0.47493046522140503,0.15847420692443848,0.6423681974411011,0.6073173880577087,0.2989327013492584,0.10375835001468658,0.530045747756958,0.15300513803958893,0.648191511631012,0.6013447642326355,0.32230591773986816,0.21268658339977264,0.5363368988037109,0.17146719992160797,0.7435163855552673,0.6122509241104126,0.3318696618080139,0.1378318965435028,0.5238631963729858,0.18448185920715332,0.6629818081855774
4,0.4777463376522064,0.3784659802913666,-0.43706217408180237,0.4926888346672058,0.3194142282009125,-0.4293888509273529,0.5036714673042297,0.3105895221233368,-0.42939504981040955,0.5146948099136353,0.3023570477962494,-0.4294202923774719,0.4677394926548004,0.3403855860233307,-0.38224655389785767,0.4612225890159607,0.34613150358200073,-0.3819649815559387,0.4553799629211426,0.35160377621650696,-0.3821384906768799,0.5517614483833313,0.30461129546165466,-0.27302154898643494,0.4792827069759369,0.36031562089920044,-0.05173525959253311,0.5141465663909912,0.4101867973804474,-0.39060357213020325,0.48444175720214844,0.42610466480255127,-0.3189094066619873,0.6956015825271606,0.5363652110099792,-0.21960978209972382,0.4361703395843506,0.5427778959274292,0.0377187542617321,0.8588593602180481,0.1927056461572647,-0.33750972151756287,0.29360485076904297,0.2945491075515747,0.13794143497943878,0.6372331380844116,0.31107574701309204,0.10537507385015488,0.4745648503303528,0.15800508856773376,0.6340712308883667,0.6072092652320862,0.3005583584308624,0.11755837500095367,0.5286068320274353,0.15288475155830383,0.6375172138214111,0.6011253595352173,0.3232277035713196,0.22735127806663513,0.5349726676940918,0.17069515585899353,0.727044939994812,0.6120390892028809,0.3319670855998993,0.14946457743644714,0.5223469734191895,0.1835671365261078,0.6516038179397583
5,0.4777330458164215,0.37875989079475403,-0.44128695130348206,0.4926294684410095,0.31971418857574463,-0.43015360832214355,0.503595232963562,0.3107052743434906,-0.4302128851413727,0.5145788788795471,0.3023598790168762,-0.43026429414749146,0.46742376685142517,0.34146949648857117,-0.3849715292453766,0.46078959107398987,0.34760740399360657,-0.38465219736099243,0.4548815190792084,0.3534236252307892,-0.38486021757125854,0.5517857670783997,0.304583877325058,-0.2738214135169983,0.4790991246700287,0.36323797702789307,-0.05173997953534126,0.5141835808753967,0.41041266918182373,-0.3902946710586548,0.48454412817955017,0.4268261790275574,-0.32270023226737976,0.6960207223892212,0.5364108085632324,-0.21525803208351135,0.4367569088935852,0.5450865626335144,0.0412171445786953,0.8597440719604492,0.1908697485923767,-0.3279607892036438,0.2930085062980652,0.2947079837322235,0.16880439221858978,0.6371005773544312,0.3106970191001892,0.15320329368114471,0.47455376386642456,0.15767154097557068,0.6385770440101624,0.6070722341537476,0.30063596367836,0.17334042489528656,0.5281835198402405,0.1524684727191925,0.6450223922729492,0.600959062576294,0.32332339882850647,0.2812994420528412,0.5345456600189209,0.17000076174736023,0.7422646284103394,0.6119483709335327,0.3319539427757263,0.19650313258171082,0.5218449831008911,0.18321603536605835,0.6610314249992371
6,0.4798682630062103,0.37831640243530273,-0.44342055916786194,0.49420300126075745,0.318557471036911,-0.4285033345222473,0.5052260160446167,0.3084409236907959,-0.4285861551761627,0.5159124135971069,0.2992955446243286,-0.4286448359489441,0.4677780568599701,0.34203842282295227,-0.3872637152671814,0.4609171450138092,0.3490939438343048,-0.38693732023239136,0.45490899682044983,0.35583969950675964,-0.38717222213745117,0.5517587065696716,0.303251713514328,-0.2687200903892517,0.4790140986442566,0.365858793258667,-0.05494193360209465,0.5203968286514282,0.40791329741477966,-0.3882601261138916,0.48769909143447876,0.42686039209365845,-0.326621949672699,0.696281909942627,0.5370984673500061,-0.20834772288799286,0.4368939995765686,0.5476098656654358,0.03610136732459068,0.8599918484687805,0.1900113821029663,-0.3235008120536804,0.2924550771713257,0.29506850242614746,0.1481698900461197,0.6368609666824341,0.3087431490421295,0.16493923962116241,0.4745465815067291,0.1577921062707901,0.6288057565689087,0.6069315671920776,0.2984260022640228,0.18375185132026672,0.5280478596687317,0.15201295912265778,0.6305230259895325,0.6009264588356018,0.3220128118991852,0.29011279344558716,0.5342215299606323,0.17018556594848633,0.7288967370986938,0.6118370294570923,0.3304426968097687,0.20671188831329346,0.5214662551879883,0.18394985795021057,0.6493983268737793
7,0.47993144392967224,0.3783567547798157,-0.4421922266483307,0.49420976638793945,0.3185276985168457,-0.4277058243751526,0.5052476525306702,0.3081793189048767,-0.4277397096157074,0.5159373879432678,0.2987382411956787,-0.42780810594558716,0.4677451252937317,0.3429673910140991,-0.38697779178619385,0.46089115738868713,0.35047417879104614,-0.38661646842956543,0.4549166262149811,0.357538104057312,-0.38681405782699585,0.5516969561576843,0.30317577719688416,-0.2657485604286194,0.4786140024662018,0.36701375246047974,-0.052728403359651566,0.520828127861023,0.4078085124492645,-0.3875260353088379,0.4878433346748352,0.42722463607788086,-0.32651031017303467,0.6964201927185059,0.5385598540306091,-0.2043289691209793,0.4370099902153015,0.5485299825668335,0.03355163335800171,0.859481930732727,0.1894332319498062,-0.31271395087242126,0.2901718020439148,0.29551371932029724,0.13909229636192322,0.6368196606636047,0.30767884850502014,0.17502565681934357,0.474722295999527,0.158155158162117,0.6252187490463257,0.6069265604019165,0.2975963056087494,0.19062693417072296,0.5280530452728271,0.15198375284671783,0.6279394030570984,0.6009476780891418,0.32187825441360474,0.2946763038635254,0.5341295003890991,0.1703283041715622,0.7276579141616821,0.6118301153182983,0.3301486670970917,0.2144930362701416,0.5213506817817688,0.18447525799274445,0.6467969417572021
8,0.47970834374427795,0.37861815094947815,-0.4335167407989502,0.494084894657135,0.3185237646102905,-0.41844481229782104,0.5051942467689514,0.3079165518283844,-0.4185260236263275,0.5159019231796265,0.298124760389328,-0.4185880124568939,0.467367947101593,0.344249427318573,-0.37814760208129883,0.46061021089553833,0.3520231544971466,-0.3778285086154938,0.45476967096328735,0.3591742515563965,-0.3780544400215149,0.551469087600708,0.3030265271663666,-0.2581952214241028,0.47845202684402466,0.36735403537750244,-0.0470406711101532,0.5207103490829468,0.40752410888671875,-0.37864744663238525,0.4878128468990326,0.4273512661457062,-0.3184032142162323,0.6966369152069092,0.538935661315918,-0.19662512838840485,0.4371562898159027,0.5484369993209839,0.0315256305038929,0.8591560125350952,0.18889062106609344,-0.29319998621940613,0.28963813185691833,0.29426929354667664,0.13328678905963898,0.6369166374206543,0.30733147263526917,0.18247303366661072,0.4749392569065094,0.15803465247154236,0.6095597743988037,0.6071720719337463,0.2975873649120331,0.1977950632572174,0.5280585885047913,0.15144029259681702,0.6099938154220581,0.6013551950454712,0.3219316601753235,0.30033499002456665,0.5340713262557983,0.16928529739379883,0.7066783308982849,0.611994743347168,0.33016258478164673,0.2207094430923462,0.5212916135787964,0.18353067338466644,0.6300361156463623
9,0.4796978533267975,0.3783469796180725,-0.4152955114841461,0.49410828948020935,0.31795570254325867,-0.4008350968360901,0.5052414536476135,0.30693915486335754,-0.40091896057128906,0.5159561634063721,0.29691800475120544,-0.4009771943092346,0.46735653281211853,0.3442884087562561,-0.3608187437057495,0.4606097340583801,0.3521093726158142,-0.36052995920181274,0.4547910690307617,0.35928115248680115,-0.3607712388038635,0.5514653325080872,0.3026795983314514,-0.2474796026945114,0.4783424437046051,0.36747902631759644,-0.03752131760120392,0.520760178565979,0.4067222476005554,-0.3625084161758423,0.4878062307834625,0.42731425166130066,-0.3028927147388458,0.6971315145492554,0.5393729209899902,-0.1914827972650528,0.43734604120254517,0.5483916997909546,0.030468439683318138,0.8591058850288391,0.18827423453330994,-0.29195505380630493,0.2880021929740906,0.2934114336967468,0.11531488597393036,0.6369916200637817,0.3072276711463928,0.18150007724761963,0.47495126724243164,0.158175528049469,0.5583325028419495,0.6074460744857788,0.29782986640930176,0.19646617770195007,0.5280671119689941,0.1513708382844925,0.5549507737159729,0.6015375852584839,0.3229999244213104,0.3000153601169586,0.5339967012405396,0.16938306391239166,0.6507108211517334,0.6120187640190125,0.33052271604537964,0.2197987586259842,0.5211399793624878,0.18378347158432007,0.5778211951255798
