frame,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22
0,0.47611749172210693,0.5005062818527222,-0.35841116309165955,0.4788040816783905,0.466607928276062,-0.33756694197654724,0.486212819814682,0.4610394239425659,-0.3374986946582794,0.49262550473213196,0.4564216732978821,-0.3375851511955261,0.45757126808166504,0.4840041399002075,-0.3304942548274994,0.4514753818511963,0.4910663962364197,-0.3303564488887787,0.4465687572956085,0.4981154203414917,-0.3305727243423462,0.5078189969062805,0.4621029496192932,-0.20043200254440308,0.4444487392902374,0.5229530334472656,-0.15613694489002228,0.49774131178855896,0.5225925445556641,-0.3062736690044403,0.4746633768081665,0.5397928953170776,-0.294954776763916,0.5875942707061768,0.633609414100647,-0.160781592130661,0.424341082572937,0.6749527454376221,-0.07105743139982224,0.7143455147743225,0.7689701914787292,-0.35449567437171936,0.3049447238445282,0.8386742472648621,-0.3108421862125397,0.5828657746315002,0.7585306167602539,-0.5027574896812439,0.439256489276886,0.7944921255111694,-0.5764111280441284,0.5407514572143555,0.7666804194450378,-0.5341221690177917,0.4829283058643341,0.7923434376716614,-0.6141643524169922,0.5325976610183716,0.7486454248428345,-0.46864429116249084,0.49460190534591675,0.7656583786010742,-0.559403657913208,0.5352640748023987,0.7427616119384766,-0.47472435235977173,0.4846726059913635,0.770805299282074,-0.5576257109642029
1,0.47611740231513977,0.49997642636299133,-0.663007915019989,0.4787988066673279,0.4663953185081482,-0.64162677526474,0.48621806502342224,0.46094322204589844,-0.6413038969039917,0.4928382933139801,0.45639321208000183,-0.6411890983581543,0.45827144384384155,0.48345983028411865,-0.6321398019790649,0.4522857367992401,0.4907434582710266,-0.6322429776191711,0.44737371802330017,0.4979548156261444,-0.6324792504310608,0.5078366994857788,0.462778240442276,-0.4686768352985382,0.44469597935676575,0.5226750373840332,-0.41741836071014404,0.49849405884742737,0.5225545763969421,-0.5980327129364014,0.47419071197509766,0.538065493106842,-0.5844261050224304,0.5886629223823547,0.6398072838783264,-0.35712137818336487,0.4243459701538086,0.6752780675888062,-0.2942720353603363,0.7182740569114685,0.7715680599212646,-0.5947408676147461,0.29854774475097656,0.8317691087722778,-0.5263075232505798,0.590896487236023,0.754757821559906,-0.7999534010887146,0.43375179171562195,0.7874614596366882,-0.7234019041061401,0.5526663661003113,0.7621206045150757,-0.846389651298523,0.47756123542785645,0.783965528011322,-0.7694828510284424,0.5347195863723755,0.7461006045341492,-0.7766676545143127,0.48998504877090454,0.7637315988540649,-0.7027145624160767,0.5427678227424622,0.7427518367767334,-0.7745972871780396,0.4812614321708679,0.7695733904838562,-0.7014137506484985
2,0.476093590259552,0.4999786913394928,-0.6285045146942139,0.4787074625492096,0.46639373898506165,-0.6072977185249329,0.4861699044704437,0.46097201108932495,-0.6070181131362915,0.4928499758243561,0.45647895336151123,-0.6069265007972717,0.4587124288082123,0.4834023714065552,-0.5961016416549683,0.45289328694343567,0.4907110631465912,-0.5961744785308838,0.4481254816055298,0.4979267418384552,-0.5964037179946899,0.5078369975090027,0.4632420241832733,-0.43743252754211426,0.44563597440719604,0.5220571160316467,-0.37876978516578674,0.49873319268226624,0.5225545167922974,-0.5646473169326782,0.4738861322402954,0.5372857451438904,-0.5488115549087524,0.5896113514900208,0.6400384306907654,-0.33622464537620544,0.42530518770217896,0.6746208071708679,-0.2626584768295288,0.7194695472717285,0.7752688527107239,-0.5732875466346741,0.2949238717556,0.8204429745674133,-0.5034661889076233,0.5911461114883423,0.757786214351654,-0.7890498042106628,0.43245992064476013,0.7855611443519592,-0.7346603870391846,0.5522189140319824,0.7636811137199402,-0.8393980264663696,0.47696810960769653,0.7842413783073425,-0.7884846925735474,0.5380774736404419,0.7460889220237732,-0.7784348130226135,0.4880514442920685,0.7634991407394409,-0.7234130501747131,0.5463520884513855,0.7431876063346863,-0.76677405834198,0.4799598753452301,0.7688573598861694,-0.713890552520752
3,0.4762451946735382,0.49937278032302856,-0.6676521301269531,0.47875362634658813,0.46585220098495483,-0.6476114988327026,0.4862636625766754,0.4606759250164032,-0.6473147869110107,0.49312543869018555,0.4563514292240143,-0.64725261926651,0.45933395624160767,0.48246636986732483,-0.6363878846168518,0.4536428451538086,0.4896562993526459,-0.6364998817443848,0.4488423764705658,0.4967646300792694,-0.6367396712303162,0.5079092383384705,0.46337196230888367,-0.47744956612586975,0.4461119771003723,0.5207282900810242,-0.41957181692123413,0.4992898106575012,0.5219617486000061,-0.6028016805648804,0.4737931787967682,0.5353990197181702,-0.5871479511260986,0.590331494808197,0.6427737474441528,-0.3700765073299408,0.4253339171409607,0.6743445992469788,-0.2993961274623871,0.7227066159248352,0.7767053842544556,-0.617145836353302,0.2927623689174652,0.8150253891944885,-0.5512780547142029,0.5923159122467041,0.7578859329223633,-0.8291724920272827,0.43146347999572754,0.7838160395622253,-0.7966935634613037,0.5518405437469482,0.7639322280883789,-0.8820608854293823,0.47603997588157654,0.7840826511383057,-0.8546306490898132,0.5392783880233765,0.7458799481391907,-0.8174982666969299,0.48766234517097473,0.7633782029151917,-0.7891125679016113,0.5478672981262207,0.7434681057929993,-0.8057920932769775,0.47885191440582275,0.7685841917991638,-0.776204526424408
4,0.47634804248809814,0.4996240735054016,-0.6318001747131348,0.478763610124588,0.4658491015434265,-0.6112544536590576,0.48626887798309326,0.46067944169044495,-0.6109856367111206,0.49317020177841187,0.45640161633491516,-0.6109275221824646,0.45976686477661133,0.48251569271087646,-0.5998689532279968,0.4541453719139099,0.48966673016548157,-0.5999680161476135,0.44931936264038086,0.4967650771141052,-0.6002431511878967,0.5079174041748047,0.4639943540096283,-0.4393862187862396,0.4464283883571625,0.52034991979599,-0.3801426887512207,0.4994758069515228,0.522013783454895,-0.5664719939231873,0.4736955165863037,0.5353957414627075,-0.550453782081604,0.5909149050712585,0.645418107509613,-0.3354014754295349,0.424874484539032,0.6745251417160034,-0.2640632390975952,0.7239201664924622,0.7765859365463257,-0.5836566090583801,0.29184478521347046,0.8102213144302368,-0.5104605555534363,0.5937072038650513,0.7573215961456299,-0.7875643968582153,0.4317840039730072,0.7820702195167542,-0.7421864867210388,0.554603636264801,0.7602511644363403,-0.837376058101654,0.4762209951877594,0.7832584977149963,-0.7977246642112732,0.5397575497627258,0.7423492670059204,-0.7704052329063416,0.4877348840236664,0.7625542879104614,-0.7295166850090027,0.5489474534988403,0.7432395219802856,-0.7635856866836548,0.47902408242225647,0.7673270106315613,-0.7205071449279785
5,0.47694525122642517,0.5006486177444458,-0.6605328321456909,0.47949934005737305,0.46664538979530334,-0.6406590938568115,0.4870677590370178,0.46175315976142883,-0.6403605937957764,0.4940834641456604,0.4579440951347351,-0.6403169631958008,0.460719496011734,0.48282375931739807,-0.6318162083625793,0.45519325137138367,0.4897044897079468,-0.6319519281387329,0.4501734972000122,0.4967561662197113,-0.6322384476661682,0.5081310272216797,0.46733149886131287,-0.4637449383735657,0.4470585882663727,0.5196358561515808,-0.41826722025871277,0.49991747736930847,0.5226384401321411,-0.5923740267753601,0.4736950397491455,0.5355059504508972,-0.5804199576377869,0.5906367301940918,0.648604691028595,-0.3506034314632416,0.42327597737312317,0.6747634410858154,-0.29450684785842896,0.7241958975791931,0.7764993906021118,-0.5948492884635925,0.2897617220878601,0.7994693517684937,-0.5354308485984802,0.593630313873291,0.756902813911438,-0.7917428016662598,0.43203115463256836,0.778103232383728,-0.7547212839126587,0.5561760067939758,0.7533963322639465,-0.8417515754699707,0.4764135777950287,0.7797299027442932,-0.8115401268005371,0.5400435328483582,0.7387556433677673,-0.7750174403190613,0.487835556268692,0.7609400153160095,-0.742752194404602,0.5506661534309387,0.7430958151817322,-0.7686061859130859,0.4791579246520996,0.7655426859855652,-0.7329888343811035
6,0.4769326448440552,0.5005632042884827,-0.6877757906913757,0.4795289635658264,0.4664863348007202,-0.6680454015731812,0.48715460300445557,0.46166425943374634,-0.6677668690681458,0.49428483843803406,0.45793232321739197,-0.667664647102356,0.46086782217025757,0.4825974404811859,-0.6574802994728088,0.4553966522216797,0.4892701208591461,-0.6576207876205444,0.4503394067287445,0.4962192177772522,-0.6579292416572571,0.5082972645759583,0.4674793779850006,-0.49093642830848694,0.44738826155662537,0.5189453363418579,-0.4377010762691498,0.4999474883079529,0.5224375128746033,-0.6203868389129639,0.4734252393245697,0.5349329710006714,-0.6060470938682556,0.5907946228981018,0.6487587690353394,-0.3850247859954834,0.4229557514190674,0.6760688424110413,-0.3143562972545624,0.7295923829078674,0.7764158248901367,-0.6615870594978333,0.28747615218162537,0.7887076735496521,-0.5701308846473694,0.5934496521949768,0.7571422457695007,-0.8932434320449829,0.43213391304016113,0.7745332717895508,-0.8042404651641846,0.555130660533905,0.7538097500801086,-0.9522458910942078,0.4764992892742157,0.7765171527862549,-0.8662316203117371,0.5399357676506042,0.7383531332015991,-0.8837032318115234,0.4880523681640625,0.7585539221763611,-0.7969339489936829,0.5501403212547302,0.7427366375923157,-0.8701462745666504,0.47913312911987305,0.7627770900726318,-0.7834715247154236
7,0.4772427976131439,0.5005617141723633,-0.6197669506072998,0.48024019598960876,0.46662482619285583,-0.5976341962814331,0.4879230260848999,0.46203115582466125,-0.5973933935165405,0.49506059288978577,0.45862263441085815,-0.5973014831542969,0.46166837215423584,0.48254233598709106,-0.5871921181678772,0.45640096068382263,0.48902982473373413,-0.5872883200645447,0.4511723518371582,0.4958871603012085,-0.5875951647758484,0.508829653263092,0.46966105699539185,-0.42690643668174744,0.4480542540550232,0.5188065767288208,-0.3757935166358948,0.5000774264335632,0.5224412083625793,-0.5549498796463013,0.4734366238117218,0.5348054766654968,-0.54052734375,0.5908440351486206,0.6497183442115784,-0.3374761939048767,0.4226914048194885,0.6772428154945374,-0.26285505294799805,0.7296298146247864,0.7752996683120728,-0.6191718578338623,0.2851105332374573,0.7743918895721436,-0.5164390802383423,0.5923259258270264,0.755297064781189,-0.8395519852638245,0.43226736783981323,0.768095076084137,-0.7494914531707764,0.5493164658546448,0.7506784200668335,-0.8955900073051453,0.476588636636734,0.7672882080078125,-0.8035460710525513,0.535136342048645,0.7375984787940979,-0.8209103941917419,0.48818281292915344,0.7526941299438477,-0.7388893961906433,0.5466539263725281,0.7426474690437317,-0.8139328360557556,0.47920507192611694,0.7572745084762573,-0.7292940616607666
8,0.4787418246269226,0.4992481470108032,-0.5613526701927185,0.4824408292770386,0.46650201082229614,-0.5311729907989502,0.48987987637519836,0.46205589175224304,-0.5309432744979858,0.4966942071914673,0.4589080810546875,-0.5307697653770447,0.46349847316741943,0.4812643229961395,-0.5206451416015625,0.45860525965690613,0.4871600568294525,-0.5207285284996033,0.45330584049224854,0.49375468492507935,-0.5210955739021301,0.5094718337059021,0.4713734984397888,-0.3437206745147705,0.44882461428642273,0.5182027220726013,-0.2920518219470978,0.5004085302352905,0.5217586755752563,-0.49367156624794006,0.4735751152038574,0.5333210229873657,-0.4795214831829071,0.5906926989555359,0.6508180499076843,-0.27327072620391846,0.42233526706695557,0.678461492061615,-0.20095646381378174,0.7299685478210449,0.7640244960784912,-0.5812522172927856,0.28450191020965576,0.7602731585502625,-0.5015171766281128,0.5917244553565979,0.7552264332771301,-0.7873702645301819,0.4322986602783203,0.7636181712150574,-0.7475478649139404,0.5495594143867493,0.7512845396995544,-0.8423076272010803,0.47626304626464844,0.764269232749939,-0.7849414944648743,0.5338813662528992,0.7376391887664795,-0.7698432207107544,0.48789364099502563,0.7498451471328735,-0.726381242275238,0.545116662979126,0.742969810962677,-0.7625460624694824,0.4791630804538727,0.7540256381034851,-0.7279307246208191
9,0.4795698821544647,0.49969199299812317,-0.5805366039276123,0.4836804270744324,0.4674525260925293,-0.5534415245056152,0.49118658900260925,0.46338212490081787,-0.553170919418335,0.4979639947414398,0.4603937268257141,-0.5529818534851074,0.4642094373703003,0.4816773235797882,-0.543211042881012,0.4593814015388489,0.4875603914260864,-0.5433124899864197,0.4540087878704071,0.4942452013492584,-0.543667197227478,0.5107086896896362,0.47302815318107605,-0.3619822561740875,0.4496504068374634,0.5183594822883606,-0.31225964426994324,0.5012752413749695,0.5223532915115356,-0.5125898122787476,0.47395601868629456,0.5339945554733276,-0.498979777097702,0.5913381576538086,0.6523466110229492,-0.28144630789756775,0.42310282588005066,0.6810818314552307,-0.21229884028434753,0.7309179902076721,0.7606600522994995,-0.5921381711959839,0.2849275767803192,0.7482700347900391,-0.490604966878891,0.591420590877533,0.7555930614471436,-0.7983443140983582,0.43161502480506897,0.7621057033538818,-0.69297856092453,0.5425740480422974,0.7514945864677429,-0.8540844917297363,0.4758268892765045,0.7646915316581726,-0.7487421631813049,0.5326933264732361,0.7391213178634644,-0.7809501886367798,0.4877936542034149,0.7500718832015991,-0.6759369373321533,0.5444101691246033,0.744087815284729,-0.7739359736442566,0.4790423810482025,0.754024863243103,-0.6715126633644104
