frame,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22
0,0.5965370535850525,0.37747722864151,-0.463498592376709,0.6154320240020752,0.34184032678604126,-0.4332307279109955,0.6273151636123657,0.3436945676803589,-0.43321409821510315,0.6403180360794067,0.3466790020465851,-0.43272465467453003,0.5731611847877502,0.3430166244506836,-0.4125731587409973,0.5586401224136353,0.34607601165771484,-0.41232314705848694,0.5453751087188721,0.3508434295654297,-0.4126085340976715,0.6585186123847961,0.37774842977523804,-0.21496251225471497,0.5325965881347656,0.3838462233543396,-0.11256036907434464,0.6200076937675476,0.42599958181381226,-0.3826940953731537,0.5678072571754456,0.42488402128219604,-0.3545910716056824,0.7331323623657227,0.594322144985199,-0.332882821559906,0.4620963931083679,0.6367615461349487,0.05333596467971802,0.504883885383606,0.7503141164779663,-0.5958930253982544,0.37130701541900635,0.865487813949585,-0.37271586060523987,0.27811264991760254,0.7218552231788635,-0.653030276298523,0.3863369822502136,0.6721970438957214,-1.022009015083313,0.1888609230518341,0.7318918704986572,-0.7292155027389526,0.4121842384338379,0.6194050908088684,-1.149357795715332,0.16706368327140808,0.7670348882675171,-0.6937728524208069,0.4141535758972168,0.5811631679534912,-1.1067861318588257,0.23258909583091736,0.6887834072113037,-0.642708957195282,0.41874751448631287,0.6137971878051758,-1.0313915014266968
1,0.5960022807121277,0.3816719055175781,-0.38513416051864624,0.6154420971870422,0.3450687527656555,-0.36081185936927795,0.6274348497390747,0.34695568680763245,-0.360704243183136,0.6402352452278137,0.3493209779262543,-0.36021924018859863,0.5730729103088379,0.3458367586135864,-0.3414064347743988,0.558644711971283,0.3480920195579529,-0.3409966826438904,0.5455041527748108,0.35199835896492004,-0.3412368595600128,0.6585143208503723,0.3791021704673767,-0.16503013670444489,0.5332992076873779,0.3851656913757324,-0.06738291680812836,0.6201769709587097,0.4308156371116638,-0.31031325459480286,0.5670496225357056,0.4305787682533264,-0.2840559780597687,0.7337256669998169,0.5949605107307434,-0.2777712047100067,0.46226948499679565,0.6369258165359497,0.09634865820407867,0.5314579606056213,0.8240510821342468,-0.4962333142757416,0.37470149993896484,0.8655994534492493,-0.27535480260849,0.2759583592414856,0.7234779000282288,-0.48913949728012085,0.4296141266822815,0.6705837845802307,-0.859772801399231,0.18875549733638763,0.7390205264091492,-0.5442260503768921,0.5172213315963745,0.623856246471405,-0.9685600399971008,0.1625053584575653,0.7717176079750061,-0.5009421706199646,0.5230502486228943,0.588901937007904,-0.9138223528862,0.21270067989826202,0.7429659962654114,-0.47161316871643066,0.5253201723098755,0.6144300699234009,-0.8622864484786987
2,0.5962092876434326,0.38277244567871094,-0.38573378324508667,0.6161423325538635,0.34602129459381104,-0.3613477647304535,0.6281081438064575,0.34783583879470825,-0.3612958788871765,0.6403390169143677,0.349986732006073,-0.3608732223510742,0.5731930136680603,0.34659940004348755,-0.34060755372047424,0.5589513182640076,0.34855926036834717,-0.3401786684989929,0.5459235906600952,0.3522011935710907,-0.3404279947280884,0.6586116552352905,0.37930285930633545,-0.16354084014892578,0.5341788530349731,0.38526955246925354,-0.05944021791219711,0.6209632754325867,0.4321978688240051,-0.3095324635505676,0.5670544505119324,0.43237289786338806,-0.28126636147499084,0.7338666915893555,0.5947707891464233,-0.2781868875026703,0.46449151635169983,0.6372836232185364,0.10199588537216187,0.5291299223899841,0.8037616014480591,-0.4891265332698822,0.40161386132240295,0.8747178316116333,-0.24898287653923035,0.28037068247795105,0.7214420437812805,-0.48136472702026367,0.5448644161224365,0.685234785079956,-0.7888867855072021,0.20063523948192596,0.7388439178466797,-0.5375111103057861,0.5856708288192749,0.6519272923469543,-0.8937582969665527,0.17998063564300537,0.7625151872634888,-0.5042175650596619,0.5899234414100647,0.6155675053596497,-0.8319724798202515,0.22344426810741425,0.7363735437393188,-0.46831783652305603,0.5863980054855347,0.6320122480392456,-0.7865055799484253
3,0.5961644649505615,0.38408172130584717,-0.38136306405067444,0.6162463426589966,0.3470378518104553,-0.3573150634765625,0.6283552646636963,0.34869763255119324,-0.35729220509529114,0.6403424739837646,0.3506152927875519,-0.35687798261642456,0.5731977820396423,0.3475760221481323,-0.3360312283039093,0.5590602159500122,0.3492031693458557,-0.3355986177921295,0.5461317896842957,0.35268598794937134,-0.33586248755455017,0.6586332321166992,0.37981978058815,-0.16068294644355774,0.5349205136299133,0.38560768961906433,-0.05393987149000168,0.6210803985595703,0.4337315559387207,-0.30542221665382385,0.5669786930084229,0.43395185470581055,-0.2765074372291565,0.7336989641189575,0.5947174429893494,-0.2769205868244171,0.466010183095932,0.6373462677001953,0.11611608415842056,0.5268552303314209,0.789482057094574,-0.4849976599216461,0.40655750036239624,0.8745056390762329,-0.15464439988136292,0.28288474678993225,0.7215090990066528,-0.4817069172859192,0.5457457304000854,0.6898811459541321,-0.5947872400283813,0.20624983310699463,0.7419723868370056,-0.5405148863792419,0.5801641345024109,0.6613109707832336,-0.6899082660675049,0.1921878457069397,0.7553970813751221,-0.5122610330581665,0.5839298367500305,0.625262975692749,-0.6317460536956787,0.23222486674785614,0.733502984046936,-0.47136741876602173,0.5812758207321167,0.6396514177322388,-0.5922555923461914
4,0.5961691737174988,0.3853987157344818,-0.35787925124168396,0.6162689328193665,0.3479076623916626,-0.33284175395965576,0.6284886598587036,0.3494996726512909,-0.33275464177131653,0.6403352618217468,0.35127031803131104,-0.33224380016326904,0.5732108354568481,0.3484017252922058,-0.31125015020370483,0.5591380596160889,0.34992802143096924,-0.31089991331100464,0.5463327765464783,0.3533784747123718,-0.31117862462997437,0.6586157083511353,0.38026994466781616,-0.13524432480335236,0.5354174375534058,0.3860260844230652,-0.027038415893912315,0.621323823928833,0.43532368540763855,-0.2823695242404938,0.5669828653335571,0.4354919493198395,-0.2530776560306549,0.733585000038147,0.5947473049163818,-0.25017184019088745,0.4667336344718933,0.636131227016449,0.1276833713054657,0.5127637386322021,0.7649526000022888,-0.45209455490112305,0.39822250604629517,0.8559187650680542,-0.21781305968761444,0.26384586095809937,0.7349936366081238,-0.4463931918144226,0.46924757957458496,0.6779567003250122,-0.7657978534698486,0.16943028569221497,0.7600376009941101,-0.510100781917572,0.5391488075256348,0.6568843722343445,-0.880614161491394,0.15713690221309662,0.7829343676567078,-0.48239001631736755,0.5212507247924805,0.613735556602478,-0.8284707069396973,0.19412437081336975,0.7768291234970093,-0.43675947189331055,0.5259033441543579,0.6275568604469299,-0.7690402269363403
5,0.5987703204154968,0.385410338640213,-0.35233592987060547,0.618162214756012,0.34798088669776917,-0.32074302434921265,0.6300725936889648,0.3496161103248596,-0.32060137391090393,0.6412623524665833,0.3514246642589569,-0.32010799646377563,0.5747536420822144,0.3483896851539612,-0.30436262488365173,0.5607112050056458,0.3498770296573639,-0.30400794744491577,0.5477156639099121,0.353272408246994,-0.3042854368686676,0.6589831709861755,0.3806309700012207,-0.10822413116693497,0.5360687375068665,0.38602903485298157,-0.023003367707133293,0.6238757371902466,0.4355974793434143,-0.2729308307170868,0.5684590339660645,0.43557530641555786,-0.25020748376846313,0.7342222332954407,0.5952326059341431,-0.21433404088020325,0.4658054709434509,0.6358745098114014,0.11669379472732544,0.5455619096755981,0.8213913440704346,-0.4230961799621582,0.3962402641773224,0.8459846377372742,-0.238066628575325,0.26519834995269775,0.7371135950088501,-0.4278634190559387,0.46390023827552795,0.6665427684783936,-0.8043688535690308,0.17283318936824799,0.7919384241104126,-0.48455914855003357,0.5403947234153748,0.6066423654556274,-0.919360339641571,0.15860071778297424,0.7901954650878906,-0.4487820565700531,0.5392595529556274,0.5746797323226929,-0.8611982464790344,0.20053765177726746,0.7772065997123718,-0.41496020555496216,0.5408528447151184,0.5920212864875793,-0.8056364059448242
6,0.601147472858429,0.385517954826355,-0.3479248881340027,0.6201521754264832,0.3480459749698639,-0.3140809237957001,0.6316336393356323,0.3497299551963806,-0.31391674280166626,0.6424784064292908,0.3515844941139221,-0.31344377994537354,0.5765881538391113,0.3483785092830658,-0.300333708524704,0.5624260902404785,0.349864661693573,-0.2999889850616455,0.5491183996200562,0.35325953364372253,-0.30027368664741516,0.659917414188385,0.3811323344707489,-0.09548385441303253,0.5367245674133301,0.3860401511192322,-0.022021625190973282,0.6258450746536255,0.43582507967948914,-0.2667926847934723,0.5702168345451355,0.43580782413482666,-0.24752125144004822,0.7346270680427551,0.5960991978645325,-0.18980951607227325,0.46483397483825684,0.6361493468284607,0.11240490525960922,0.564033567905426,0.8364117741584778,-0.3960796892642975,0.38336262106895447,0.8465247750282288,-0.2582463026046753,0.2750803828239441,0.7366587519645691,-0.41422319412231445,0.4358205795288086,0.6630576848983765,-0.821406364440918,0.18906986713409424,0.7865514755249023,-0.46918249130249023,0.4913705289363861,0.5972648859024048,-0.9360252618789673,0.18422164022922516,0.7709567546844482,-0.43113836646080017,0.489870548248291,0.5697392821311951,-0.8758834600448608,0.21259085834026337,0.7672289609909058,-0.4011947512626648,0.49131375551223755,0.5904880166053772,-0.8219562768936157
7,0.6015949845314026,0.3847551941871643,-0.35377392172813416,0.6209593415260315,0.34747496247291565,-0.32293540239334106,0.6324666738510132,0.34926122426986694,-0.32272768020629883,0.6430978775024414,0.3511768579483032,-0.3221896290779114,0.5771767497062683,0.3471948206424713,-0.30809977650642395,0.563037633895874,0.348343163728714,-0.3077438473701477,0.5497106313705444,0.3515368103981018,-0.3079831004142761,0.6601538062095642,0.3809014558792114,-0.11267664283514023,0.5370076894760132,0.385039746761322,-0.03152947500348091,0.6261130571365356,0.4355851113796234,-0.2760937809944153,0.5701972246170044,0.43524715304374695,-0.2556426525115967,0.7344390749931335,0.5967865586280823,-0.2041974812746048,0.4640306830406189,0.6359508633613586,0.10887742042541504,0.562533974647522,0.8494852185249329,-0.38344478607177734,0.36790376901626587,0.8561217188835144,-0.22383709251880646,0.2720527648925781,0.7363339066505432,-0.40632033348083496,0.3999628722667694,0.6644766926765442,-0.7889867424964905,0.1890968233346939,0.7815321683883667,-0.4604894518852234,0.4508531093597412,0.6659818291664124,-0.8998256921768188,0.1692604124546051,0.7787145376205444,-0.42511314153671265,0.4286509156227112,0.5714783072471619,-0.8589810132980347,0.20276539027690887,0.7707545757293701,-0.39270859956741333,0.4349724352359772,0.5930216312408447,-0.7961150407791138
8,0.6030617952346802,0.3837468922138214,-0.38737696409225464,0.6224617958068848,0.34665289521217346,-0.360908567905426,0.6337222456932068,0.34863224625587463,-0.3606226444244385,0.6443359851837158,0.3507745862007141,-0.3600603938102722,0.578484058380127,0.34548521041870117,-0.34865495562553406,0.5641683340072632,0.3463182747364044,-0.34829312562942505,0.5506241321563721,0.349214643239975,-0.34844422340393066,0.6605669260025024,0.38080576062202454,-0.15621136128902435,0.5371344685554504,0.3836345374584198,-0.09203504770994186,0.6268207430839539,0.435323029756546,-0.3116634488105774,0.5704622864723206,0.4342552125453949,-0.2951698303222656,0.7346504926681519,0.5981530547142029,-0.2127145528793335,0.46182331442832947,0.6359798908233643,0.07670970261096954,0.5659531354904175,0.8771647214889526,-0.4194723069667816,0.35314708948135376,0.8687605261802673,-0.23392793536186218,0.2740612030029297,0.7338990569114685,-0.44634753465652466,0.3648293614387512,0.6727476716041565,-0.9164711833000183,0.1901419460773468,0.7808104753494263,-0.4844122529029846,0.36140573024749756,0.7110235095024109,-1.025197982788086,0.20032918453216553,0.7192295789718628,-0.4413405954837799,0.38218575716018677,0.5762049555778503,-1.0083736181259155,0.22756750881671906,0.7337111830711365,-0.4180949628353119,0.3966195285320282,0.6065770387649536,-0.9344479441642761
9,0.6046381592750549,0.3831564784049988,-0.4029419422149658,0.6238588094711304,0.34597259759902954,-0.375046044588089,0.6348258852958679,0.34802961349487305,-0.3747710585594177,0.6455103158950806,0.350330650806427,-0.37424373626708984,0.5794957876205444,0.34447434544563293,-0.36537161469459534,0.5649117827415466,0.34525415301322937,-0.3650168776512146,0.5510993003845215,0.34819087386131287,-0.3651982247829437,0.6610757112503052,0.38063082098960876,-0.16535064578056335,0.537138044834137,0.38302427530288696,-0.11481796205043793,0.6279207468032837,0.4351465106010437,-0.325251966714859,0.57122403383255,0.4339202046394348,-0.31266161799430847,0.7354774475097656,0.6004506349563599,-0.22435203194618225,0.4582481384277344,0.6361196041107178,0.058938294649124146,0.5831753015518188,0.8948938846588135,-0.4299046993255615,0.33655938506126404,0.8685469031333923,-0.22939808666706085,0.2748933434486389,0.7325420379638672,-0.5206941366195679,0.30137306451797485,0.7194727063179016,-0.8990041017532349,0.1962268203496933,0.7776384353637695,-0.5768950581550598,0.27139508724212646,0.7547729015350342,-1.0108650922775269,0.21486148238182068,0.7089722752571106,-0.5245587825775146,0.31604376435279846,0.6453428864479065,-0.9948703646659851,0.24257726967334747,0.7235895395278931,-0.4988650679588318,0.3160310387611389,0.6702043414115906,-0.9171541333198547
